Data type,UnitTypeInput Id,UnitTypeInput Name,Unit Input Custom Name,Timestamp,Timestamp short (UTC),Value,Base,Unit Id,Unit Name
Hourly Temperature,5801,Sht30,,2024-02-13T13:00:00.0000000+00:00,2/13/2024 1:00:00 PM,22.9978222222222,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-13T13:00:00.0000000+00:00,2/13/2024 1:00:00 PM,777.835,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-13T13:00:00.0000000+00:00,2/13/2024 1:00:00 PM,23.9450555555556,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-13T14:00:00.0000000+00:00,2/13/2024 2:00:00 PM,35.2082333333333,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-13T14:00:00.0000000+00:00,2/13/2024 2:00:00 PM,23.0518333333333,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-13T14:00:00.0000000+00:00,2/13/2024 2:00:00 PM,766.531388888889,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-13T14:00:00.0000000+00:00,2/13/2024 2:00:00 PM,23.9515555555556,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-13T15:00:00.0000000+00:00,2/13/2024 3:00:00 PM,35.0291527777778,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-13T15:00:00.0000000+00:00,2/13/2024 3:00:00 PM,22.9680416666667,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-13T15:00:00.0000000+00:00,2/13/2024 3:00:00 PM,735.973611111111,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-13T15:00:00.0000000+00:00,2/13/2024 3:00:00 PM,23.8646527777778,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-13T16:00:00.0000000+00:00,2/13/2024 4:00:00 PM,36.0099083333333,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-13T16:00:00.0000000+00:00,2/13/2024 4:00:00 PM,22.2023916666667,°C,17903,Programmør kontor Co2 
