Data type,UnitTypeInput Id,UnitTypeInput Name,Unit Input Custom Name,Timestamp,Timestamp short (UTC),Value,Base,Unit Id,Unit Name
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T15:00:00.0000000+00:00,10/1/2023 3:00:00 PM,60.1059731090555,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-10-01T16:00:00.0000000+00:00,10/1/2023 4:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T16:00:00.0000000+00:00,10/1/2023 4:00:00 PM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T16:00:00.0000000+00:00,10/1/2023 4:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-10-01T16:00:00.0000000+00:00,10/1/2023 4:00:00 PM,23975.1500716917,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T16:00:00.0000000+00:00,10/1/2023 4:00:00 PM,148.695160446667,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T16:00:00.0000000+00:00,10/1/2023 4:00:00 PM,60.3832431728139,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T16:00:00.0000000+00:00,10/1/2023 4:00:00 PM,60.1935671835472,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-10-01T17:00:00.0000000+00:00,10/1/2023 5:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T17:00:00.0000000+00:00,10/1/2023 5:00:00 PM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T17:00:00.0000000+00:00,10/1/2023 5:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-10-01T17:00:00.0000000+00:00,10/1/2023 5:00:00 PM,23975.3133182512,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T17:00:00.0000000+00:00,10/1/2023 5:00:00 PM,149.932692186944,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T17:00:00.0000000+00:00,10/1/2023 5:00:00 PM,60.4040726676083,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T17:00:00.0000000+00:00,10/1/2023 5:00:00 PM,60.1943654365861,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-10-01T18:00:00.0000000+00:00,10/1/2023 6:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T18:00:00.0000000+00:00,10/1/2023 6:00:00 PM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T18:00:00.0000000+00:00,10/1/2023 6:00:00 PM,0,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-10-01T18:00:00.0000000+00:00,10/1/2023 6:00:00 PM,23975.4549771378,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T18:00:00.0000000+00:00,10/1/2023 6:00:00 PM,149.032925339167,L/h,15456,Billing heatmeter MC602
