Data type,UnitTypeInput Id,UnitTypeInput Name,Unit Input Custom Name,Timestamp,Timestamp short (UTC),Value,Base,Unit Id,Unit Name
Hourly Temperature,4705,Input 5,Temp supply,2023-11-01T15:00:00.0000000+00:00,11/1/2023 3:00:00 PM,63.7485450256,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-11-01T15:00:00.0000000+00:00,11/1/2023 3:00:00 PM,43.5279041245222,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-11-01T16:00:00.0000000+00:00,11/1/2023 4:00:00 PM,2515.39441544444,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-11-01T16:00:00.0000000+00:00,11/1/2023 4:00:00 PM,577000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-11-01T16:00:00.0000000+00:00,11/1/2023 4:00:00 PM,2515.39441544444,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-11-01T16:00:00.0000000+00:00,11/1/2023 4:00:00 PM,24313.7457001816,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-11-01T16:00:00.0000000+00:00,11/1/2023 4:00:00 PM,180.267739165,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-11-01T16:00:00.0000000+00:00,11/1/2023 4:00:00 PM,62.8769459190333,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-11-01T16:00:00.0000000+00:00,11/1/2023 4:00:00 PM,51.8183115309055,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-11-01T17:00:00.0000000+00:00,11/1/2023 5:00:00 PM,1654.32924280556,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-11-01T17:00:00.0000000+00:00,11/1/2023 5:00:00 PM,577000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-11-01T17:00:00.0000000+00:00,11/1/2023 5:00:00 PM,1654.32924280556,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-11-01T17:00:00.0000000+00:00,11/1/2023 5:00:00 PM,24313.9083427713,m3,15456,Billing heatmeter MC602
